Date,Close,High,Low,Open,Volume,Daily_Return,SMA_20
2025-07-22,2479.699951171875,2485.0,2452.60009765625,2470.0,861632,,
2025-07-23,2450.39990234375,2487.0,2442.0,2481.0,1320795,-0.011815965401087425,
2025-07-24,2437.800048828125,2466.0,2421.0,2455.89990234375,693984,-0.0051419580549173505,
2025-07-25,2415.39990234375,2428.60009765625,2405.39990234375,2426.10009765625,769388,-0.009188672588280156,
2025-07-28,2441.60009765625,2448.300048828125,2412.300048828125,2415.39990234375,987995,0.01084714596828329,
2025-07-29,2453.60009765625,2457.5,2429.699951171875,2444.800048828125,732282,0.004914809764104744,
2025-07-30,2437.39990234375,2452.89990234375,2398.5,2442.0,1224146,-0.006602622541454495,
2025-07-31,2521.199951171875,2549.0,2420.10009765625,2420.10009765625,5505507,0.03438091908822383,
2025-08-01,2553.699951171875,2727.5,2536.89990234375,2550.0,4259653,0.012890687224110797,
2025-08-04,2543.699951171875,2583.199951171875,2535.10009765625,2547.0,1293028,-0.003915886827428938,
2025-08-05,2534.699951171875,2553.0,2517.300048828125,2537.5,756361,-0.0035381531520074505,
2025-08-06,2535.60009765625,2563.10009765625,2526.60009765625,2538.699951171875,885487,0.00035512940455095787,
2025-08-07,2517.5,2544.0,2495.0,2535.699951171875,847151,-0.007138388136591622,
2025-08-08,2498.60009765625,2529.89990234375,2486.60009765625,2516.0,839794,-0.007507409073982174,
2025-08-11,2518.39990234375,2524.5,2478.5,2490.10009765625,992436,0.007924359206610498,
2025-08-12,2483.800048828125,2536.60009765625,2480.10009765625,2518.0,1406211,-0.013738824196834143,
2025-08-13,2495.10009765625,2501.5,2473.39990234375,2485.0,969803,0.0045495002037125865,
2025-08-14,2480.60009765625,2509.0,2473.199951171875,2498.89990234375,1104362,-0.005811390097583802,
2025-08-18,2568.10009765625,2597.0,2521.300048828125,2539.0,3089136,0.03527372271035256,
2025-08-19,2604.800048828125,2615.0,2558.39990234375,2572.199951171875,1400717,0.014290701209570766,2498.585009765625
2025-08-20,2669.800048828125,2680.0,2588.5,2599.0,3156954,0.024953930736158814,2508.0900146484373
2025-08-21,2648.0,2667.10009765625,2627.300048828125,2667.10009765625,2235686,-0.008165423788082493,2517.97001953125
2025-08-22,2629.89990234375,2658.5,2619.0,2647.0,1223445,-0.006835384311272619,2527.5750122070312
2025-08-25,2631.60009765625,2643.0,2615.199951171875,2643.0,667598,0.0006464867012561104,2538.3850219726564
2025-08-26,2692.60009765625,2705.0,2624.60009765625,2624.60009765625,4348648,0.023179813701301955,2550.935021972656
2025-08-27,2692.60009765625,2692.60009765625,2692.60009765625,2692.60009765625,0,0.0,2562.8850219726564
2025-08-28,2654.39990234375,2748.0,2646.800048828125,2748.0,3198743,-0.014187103144559399,2573.7350219726563
2025-08-29,2659.800048828125,2723.0,2641.39990234375,2664.800048828125,1972773,0.002034413307356875,2580.6650268554686
2025-09-01,2649.5,2673.300048828125,2639.300048828125,2659.800048828125,1096729,-0.003872489901134868,2585.455029296875
2025-09-02,2677.0,2692.39990234375,2645.10009765625,2649.0,1525106,0.010379316852236364,2592.1200317382813
2025-09-03,2664.699951171875,2686.89990234375,2658.300048828125,2681.0,1010692,-0.004594713794592864,2598.6200317382813
2025-09-04,2666.60009765625,2750.0,2655.5,2750.0,2494678,0.0007130808418183143,2605.170031738281
2025-09-05,2633.39990234375,2672.89990234375,2623.800048828125,2667.60009765625,944879,-0.012450384045841978,2610.9650268554688
2025-09-08,2623.89990234375,2644.60009765625,2618.800048828125,2630.0,903410,-0.003607503741283269,2617.230017089844
2025-09-09,2642.0,2646.199951171875,2611.300048828125,2637.0,1610956,0.006898166214375223,2623.410021972656
2025-09-10,2643.5,2652.89990234375,2619.0,2642.0,1031486,0.0005677517032551815,2631.39501953125
2025-09-11,2622.0,2657.699951171875,2614.0,2643.800048828125,1212707,-0.008133156799697394,2637.7400146484374
2025-09-12,2580.5,2628.89990234375,2569.0,2625.0,1368380,-0.015827612509534683,2642.735009765625
2025-09-15,2581.0,2593.39990234375,2568.39990234375,2580.5,752745,0.0001937608990505435,2643.3800048828125
2025-09-16,2580.89990234375,2590.0,2572.60009765625,2588.199951171875,1040928,-3.8782509201862325e-05,2642.1849975585938
2025-09-17,2569.699951171875,2591.10009765625,2566.5,2587.0,970247,-0.004339552712487649,2637.1799926757812
2025-09-18,2586.800048828125,2609.89990234375,2570.89990234375,2570.89990234375,1550153,0.006654511414241782,2634.1199951171875
2025-09-19,2559.60009765625,2604.699951171875,2554.800048828125,2600.0,2214708,-0.010514902836884166,2630.6050048828124
