Date,Close,High,Low,Open,Volume,Daily_Return,SMA_20
2025-07-22,1098.0,1110.5999755859375,1095.0,1102.0,9999957,,
2025-07-23,1104.800048828125,1110.5,1098.0999755859375,1099.5,6633979,0.0061931227942850775,
2025-07-24,1095.0999755859375,1105.0,1089.4000244140625,1104.0,9901209,-0.008779935566147423,
2025-07-25,1086.0999755859375,1101.0,1076.199951171875,1086.0999755859375,11779887,-0.008218427724084765,
2025-07-28,1073.5999755859375,1092.199951171875,1067.4000244140625,1080.9000244140625,9029557,-0.011509069405195804,
2025-07-29,1064.199951171875,1078.699951171875,1055.4000244140625,1070.9000244140625,15599773,-0.008755611613098457,
2025-07-30,1073.300048828125,1080.5999755859375,1062.0,1070.5,8247433,0.00855111640085049,
2025-07-31,1068.4000244140625,1081.300048828125,1063.9000244140625,1066.0,7634413,-0.00456538171167753,
2025-08-01,1062.4000244140625,1070.9000244140625,1060.0,1065.0,5545447,-0.005615874076089211,
2025-08-04,1068.5999755859375,1070.0,1059.0,1064.4000244140625,4465845,0.005835797279178712,
2025-08-05,1070.800048828125,1079.9000244140625,1062.5,1068.0,5318081,0.0020588370694853975,
2025-08-06,1071.0,1077.699951171875,1065.5999755859375,1074.0,4216651,0.0001867306338787511,
2025-08-07,1076.199951171875,1079.699951171875,1064.5,1067.800048828125,5321131,0.004855229852357645,
2025-08-08,1058.0999755859375,1080.4000244140625,1054.199951171875,1073.0,5084903,-0.016818413312719827,
2025-08-11,1073.300048828125,1075.4000244140625,1052.5999755859375,1058.0999755859375,5452775,0.01436544144495433,
2025-08-12,1070.0,1076.5999755859375,1066.300048828125,1071.0999755859375,4573025,-0.0030746750004606582,
2025-08-13,1066.0,1072.800048828125,1063.199951171875,1071.0999755859375,4966778,-0.0037383177570093906,
2025-08-14,1068.199951171875,1072.4000244140625,1062.0,1067.0,6761305,0.002063744063672601,
2025-08-18,1082.5999755859375,1090.0,1079.4000244140625,1080.0,7964987,0.01348064507797897,
2025-08-19,1083.199951171875,1095.0,1075.800048828125,1078.0,5661531,0.0005541987802215598,1075.6949951171875
2025-08-20,1080.199951171875,1083.699951171875,1077.800048828125,1081.0,3034728,-0.002769571764432266,1074.8049926757812
2025-08-21,1078.9000244140625,1090.0,1076.4000244140625,1090.0,6459262,-0.001203413086995786,1073.509991455078
2025-08-22,1070.9000244140625,1078.5,1069.5,1076.0,3853718,-0.007414959513366126,1072.2999938964845
2025-08-25,1070.0,1074.5,1068.199951171875,1073.0,2711278,-0.00084043738308337,1071.4949951171875
2025-08-26,1050.0999755859375,1069.800048828125,1048.0,1068.0,7197666,-0.018598153658002325,1070.3199951171875
2025-08-27,1050.0999755859375,1050.0999755859375,1050.0999755859375,1050.0999755859375,0,0.0,1069.6149963378907
2025-08-28,1051.9000244140625,1059.5,1047.0,1057.0,8564803,0.0017141690029280898,1068.5449951171875
2025-08-29,1045.199951171875,1063.0,1042.5,1052.0999755859375,4718016,-0.006369496232229488,1067.384991455078
2025-09-01,1061.5,1064.0,1047.5999755859375,1047.5999755859375,3190426,0.015595148861085706,1067.339990234375
2025-09-02,1056.199951171875,1064.9000244140625,1049.0,1061.5,4933541,-0.004992980525789004,1066.719989013672
2025-09-03,1054.699951171875,1064.9000244140625,1045.0,1056.199951171875,8303296,-0.0014201856365697596,1065.9149841308595
2025-09-04,1050.4000244140625,1062.199951171875,1047.300048828125,1058.199951171875,8088417,-0.004076919462293382,1064.8849853515626
2025-09-05,1055.9000244140625,1058.0,1047.800048828125,1056.5999755859375,2849589,0.005236100411429412,1063.8699890136718
2025-09-08,1055.5,1063.0,1054.0,1055.9000244140625,2260147,-0.0003788468650566257,1063.739990234375
2025-09-09,1052.199951171875,1059.0,1048.699951171875,1057.5,4310419,-0.003126526601729074,1062.6849853515625
2025-09-10,1070.0999755859375,1074.0999755859375,1055.0999755859375,1058.0,5241075,0.017011998902040082,1062.6899841308593
2025-09-11,1087.4000244140625,1093.0,1069.0,1069.0,5227539,0.016166759389609542,1063.7599853515626
2025-09-12,1105.300048828125,1108.699951171875,1088.4000244140625,1088.4000244140625,6014850,0.016461305878402666,1065.614990234375
2025-09-15,1104.4000244140625,1110.0,1100.0,1105.0,3881807,-0.0008142806245388101,1066.7049926757813
2025-09-16,1121.199951171875,1127.0999755859375,1104.0,1105.699951171875,7965606,0.015211813098904736,1068.6049926757812
2025-09-17,1126.0,1128.5,1116.0999755859375,1121.300048828125,5590739,0.004281171099863146,1070.8949951171876
2025-09-18,1133.0,1134.4000244140625,1121.199951171875,1129.0,5713032,0.006216696269982336,1073.5999938964844
2025-09-19,1135.9000244140625,1144.0999755859375,1126.5999755859375,1133.0,8910732,0.0025595978941417297,1076.8499938964844
