Date,Close,High,Low,Open,Volume
2025-07-22,416.0,420.3999938964844,415.20001220703125,420.1000061035156,9869507
2025-07-23,414.95001220703125,417.8999938964844,414.0,417.1000061035156,12196187
2025-07-24,409.95001220703125,415.8500061035156,409.45001220703125,415.8500061035156,9005157
2025-07-25,409.3999938964844,410.25,407.75,410.0,5824089
2025-07-28,409.8999938964844,410.8500061035156,408.6000061035156,410.79998779296875,8123337
2025-07-29,408.45001220703125,411.3999938964844,408.0,410.0,6811772
2025-07-30,407.6000061035156,409.29998779296875,405.75,409.0,10915863
2025-07-31,411.95001220703125,414.0,405.54998779296875,405.95001220703125,19364174
2025-08-01,416.45001220703125,419.3500061035156,411.79998779296875,412.3999938964844,14324065
2025-08-04,416.8500061035156,422.5,415.1000061035156,420.20001220703125,18352458
2025-08-05,414.1499938964844,417.95001220703125,413.0,417.20001220703125,8495104
2025-08-06,412.0,415.0,410.5,414.1499938964844,9080543
2025-08-07,413.6000061035156,414.75,411.6499938964844,412.0,11514878
2025-08-08,414.5,415.3500061035156,412.95001220703125,413.8999938964844,9814361
2025-08-11,416.8500061035156,417.0,414.0,414.5,8514272
2025-08-12,416.3500061035156,419.79998779296875,415.29998779296875,417.0,13635738
2025-08-13,414.1000061035156,417.5,413.6000061035156,417.20001220703125,10874910
2025-08-14,411.45001220703125,415.04998779296875,411.0,414.25,9580361
2025-08-18,406.29998779296875,413.70001220703125,404.8500061035156,413.0,30950814
2025-08-19,409.1000061035156,409.3999938964844,404.5,406.3500061035156,16681331
2025-08-20,406.04998779296875,410.25,405.45001220703125,409.1000061035156,18188129
2025-08-21,405.54998779296875,406.8500061035156,403.3500061035156,406.04998779296875,15028966
2025-08-22,398.29998779296875,406.5,397.5,406.0,13087624
2025-08-25,399.3500061035156,400.54998779296875,396.25,399.0,10440286
2025-08-26,403.3500061035156,405.3999938964844,398.3999938964844,399.29998779296875,13715752
2025-08-27,403.3500061035156,403.3500061035156,403.3500061035156,403.3500061035156,0
2025-08-28,400.8999938964844,404.5,400.0,404.5,12471719
2025-08-29,409.75,410.45001220703125,401.8999938964844,402.0,25255050
2025-09-01,405.8500061035156,410.20001220703125,405.0,409.75,12268090
2025-09-02,406.75,407.8500061035156,404.45001220703125,406.54998779296875,19808255
2025-09-03,411.75,413.25,407.29998779296875,408.5,12936588
2025-09-04,415.8999938964844,427.0,415.0,423.95001220703125,27274123
2025-09-05,407.3500061035156,417.0,404.3999938964844,416.8999938964844,16000675
2025-09-08,407.54998779296875,410.54998779296875,406.79998779296875,407.45001220703125,7419022
2025-09-09,410.04998779296875,410.95001220703125,407.3999938964844,408.5,8825896
2025-09-10,413.04998779296875,413.70001220703125,408.95001220703125,411.0,9252397
2025-09-11,415.04998779296875,416.70001220703125,412.45001220703125,413.04998779296875,8274406
2025-09-12,413.75,417.04998779296875,412.8500061035156,415.3500061035156,7803379
2025-09-15,412.6499938964844,414.29998779296875,411.75,413.04998779296875,5707331
2025-09-16,413.1000061035156,414.3500061035156,412.0,413.20001220703125,8239087
2025-09-17,409.29998779296875,414.6000061035156,408.04998779296875,413.95001220703125,14113882
2025-09-18,411.54998779296875,413.04998779296875,410.1000061035156,411.3500061035156,15647808
2025-09-19,410.6499938964844,412.6000061035156,408.95001220703125,411.54998779296875,19505321
