Date,Close,High,Low,Open,Volume
2025-07-22,1891.43603515625,1935.4622598632777,1865.696223335725,1918.0704295435821,2218870
2025-07-23,1908.629150390625,1912.107516454862,1893.2249578204323,1893.2249578204323,374768
2025-07-24,1929.4000244140625,1943.810398372128,1902.8649871638793,1909.6230041670783,667641
2025-07-25,1951.0,1960.0,1924.9000244140625,1932.0,681217
2025-07-28,1960.5,1984.0,1949.0,1952.0,784930
2025-07-29,1984.5999755859375,1987.0,1947.699951171875,1954.9000244140625,907495
2025-07-30,1984.5999755859375,1992.0999755859375,1940.0,1986.0,754124
2025-07-31,1929.0999755859375,1969.800048828125,1924.300048828125,1935.0,1105512
2025-08-01,1867.300048828125,1931.0,1860.699951171875,1931.0,1243065
2025-08-04,1882.199951171875,1899.0,1857.0999755859375,1883.9000244140625,515426
2025-08-05,1864.5,1890.9000244140625,1855.5999755859375,1889.0,877812
2025-08-06,1851.800048828125,1908.0,1836.800048828125,1908.0,2735877
2025-08-07,1944.199951171875,1952.699951171875,1855.0,1855.9000244140625,4166570
2025-08-08,1918.0,1939.199951171875,1912.199951171875,1933.0,1159423
2025-08-11,1944.800048828125,1950.699951171875,1906.300048828125,1918.0,1016105
2025-08-12,1943.800048828125,1960.699951171875,1932.0,1937.5999755859375,1091418
2025-08-13,1989.800048828125,2005.800048828125,1943.800048828125,1943.800048828125,875771
2025-08-14,1961.5999755859375,2009.800048828125,1957.699951171875,1990.0,859101
2025-08-18,1968.300048828125,1984.699951171875,1950.9000244140625,1975.0,711882
2025-08-19,1968.5999755859375,1986.0999755859375,1962.0999755859375,1972.0,475802
2025-08-20,1940.300048828125,1970.0,1932.800048828125,1968.5999755859375,562011
2025-08-21,1962.5,1969.699951171875,1932.0999755859375,1942.199951171875,1128325
2025-08-22,1974.699951171875,1978.800048828125,1962.5,1970.0,380574
2025-08-25,1966.300048828125,1985.9000244140625,1959.300048828125,1984.0,322362
2025-08-26,1924.5999755859375,1963.0999755859375,1911.0,1963.0999755859375,1523467
2025-08-27,1924.5999755859375,1924.5999755859375,1924.5999755859375,1924.5999755859375,0
2025-08-28,1902.4000244140625,1934.0999755859375,1893.0999755859375,1930.0,503381
2025-08-29,1894.9000244140625,1917.699951171875,1890.0,1902.4000244140625,865960
2025-09-01,1898.0,1928.0999755859375,1887.0999755859375,1887.0999755859375,482030
2025-09-02,1889.699951171875,1908.0,1882.4000244140625,1908.0,405325
2025-09-03,1951.0999755859375,1953.800048828125,1875.0,1899.0,607223
2025-09-04,1939.199951171875,1964.4000244140625,1931.0999755859375,1961.0,382655
2025-09-05,1943.9000244140625,1970.0,1932.0,1941.9000244140625,319959
2025-09-08,1947.199951171875,1961.4000244140625,1921.5,1935.0,329889
2025-09-09,1957.300048828125,1964.5,1934.699951171875,1937.0999755859375,486792
2025-09-10,1979.699951171875,1983.300048828125,1954.800048828125,1969.0,849638
2025-09-11,1988.0,2016.800048828125,1974.0,1982.0,565708
2025-09-12,2043.4000244140625,2055.0,2021.0999755859375,2022.0,1611446
2025-09-15,2046.0,2048.0,2018.0999755859375,2043.0,594605
2025-09-16,2051.800048828125,2062.800048828125,2036.4000244140625,2039.0,520267
2025-09-17,2031.199951171875,2057.800048828125,2015.0,2030.0,672304
2025-09-18,2046.5999755859375,2050.0,2022.5999755859375,2041.9000244140625,453509
2025-09-19,2055.60009765625,2061.0,2041.5,2052.0,712388
